Nombre,Language,Foil,Qty,Edición,Estado,Precio unitario (Jul-21),Enlace,Comentarios,Valor Total,,,
Manto Celestial,ES,,1,Zendikar,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Celestial-Mantle?sellerCountry=10,,0.5,Red Box,,,,,
Promesa del Conquistador,ES,,1,Zendikar,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Conqueror-s-Pledge?sellerCountry=10,,0.15,Red Box,,,,,
Nomads' Assembly,EN,,1,Levantamiento de los Eldrazi,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Rise-of-the-Eldrazi/Nomads-Assembly?sellerCountry=10,,0.15,Red Box,,,,,
Misionero de Kabira,ES,,1,Zendikar,NM,0.35,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Kabira-Evangel?sellerCountry=10,,0.35,Red Box,,,,,
Day of Judgment,EN,,1,Zendikar,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Day-of-Judgment?sellerCountry=10,,1,Red Box,,,,,
Admonition Angel,EN,,1,Worldwake,NM,2.25,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Admonition-Angel?sellerCountry=10,,2.25,Red Box,,,,,
Luminarch Ascension,EN,,1,Zendikar,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Luminarch-Ascension?sellerCountry=10,,2.5,Red Box,,,,,
Aegis Angel,EN,,1,Magic 2012,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Aegis-Angel?sellerCountry=10,,0.15,Red Box,,,,,
Reacción en Cadena,ES,,1,Worldwake,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Chain-Reaction?sellerCountry=10,,0.2,Red Box,,,,,
Reacción en Cadena,EN,,2,Worldwake,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Chain-Reaction?sellerCountry=10,,0.4,Red Box,,,,,
Hound of Griselbrand,EN,,1,Avacyn Restored,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Avacyn-Restored/Hound-of-Griselbrand?sellerCountry=10,,0.15,Red Box,,,,,
Frenesí Fatal,ES,,1,Caos planar,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Planar-Chaos/Fatal-Frenzy?sellerCountry=10,,0.1,Red Box,,,,,
Canciller de la Fragua,ES,,1,Nueva Phyrexia,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Chancellor-of-the-Forge?sellerCountry=10,,0.4,Red Box,,,,,
Parásito Invasor,ES,,1,Nueva Phyrexia,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Invader-Parasite?sellerCountry=10,,0.15,Red Box,,,,,
Pasar del Piromante,ES,,1,Visión del Futuro,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Pyromancer-s-Swath?sellerCountry=10,,0.2,Red Box,,,,,
Eterno Ammit,ES,,1,La hora de la devastación,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Hour-of-Devastation/Ammit-Eternal?sellerCountry=10,,0.15,Red Box,,,,,
Demonio Carnificador,ES,Sí,1,Cicatrices de Mirrodin,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Carnifex-Demon?sellerCountry=10&isFoil=Y,,0.5,Red Box,,,,,
Demonio Carnificador,ES,,2,Cicatrices de Mirrodin,NM,0.25,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Carnifex-Demon?sellerCountry=10,,0.5,Red Box,,,,,
Demonio Carnificador,EN,,1,Cicatrices de Mirrodin,NM,0.25,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Carnifex-Demon?sellerCountry=10,,0.25,Red Box,,,,,
Canciller del Dros,ES,,1,Nueva Phyrexia,NM,0.25,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Chancellor-of-the-Dross?sellerCountry=10,,0.25,Red Box,,,,,
Sombra nantuko,ES,,2,Magic 2011,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Nantuko-Shade?sellerCountry=10,,0.4,Red Box,,,,,
Quest for the Nihil Stone,EN,,2,Worldwake,NM,1.8,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Quest-for-the-Nihil-Stone?sellerCountry=10,,3.6,Red Box,,,,,
Xathrid Demon,EN,,1,Magic 2010,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Xathrid-Demon?sellerCountry=10,,0.5,Red Box,,,,,
Bala Ged Thief,EN,,1,Zendikar,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Bala-Ged-Thief?sellerCountry=10,,0.2,Red Box,,,,,
Pestilence Demon,EN,,1,Levantamiento de los Eldrazi,NM,0.25,https://www.cardmarket.com/es/Magic/Products/Singles/Rise-of-the-Eldrazi/Pestilence-Demon?sellerCountry=10,,0.25,Red Box,,,,,
Halo Hunter,EN,,1,Zendikar,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Halo-Hunter?sellerCountry=10,,0.15,Red Box,,,,,
Haunting Echoes,EN,,1,Magic 2010,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Haunting-Echoes?sellerCountry=10,,0.2,Red Box,,,,,
Ocultista de Agadeem,EN,,1,Worldwake,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Agadeem-Occultist?sellerCountry=10,,0.3,Red Box,,,,,
"Ob Nixilis, the Fallen",EN,,2,Zendikar,NM,6.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Ob-Nixilis-the-Fallen?sellerCountry=10,,13,Red Box,,,,,
"Ob Nixilis, the Fallen",ES,,1,Zendikar,NM,6.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Ob-Nixilis-the-Fallen?sellerCountry=10,,6.5,Red Box,,,,,
Dark Impostor,EN,,1,Avacyn Restored,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Avacyn-Restored/Dark-Impostor?sellerCountry=10,,0.3,Red Box,,,,,
Plaga Necrótica,ES,,1,Magic 2011,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Necrotic-Plague?sellerCountry=10,,0.2,Red Box,,,,,
Curse of Death's Hold,EN,,1,Innistrad,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Innistrad/Curse-of-Death-s-Hold?sellerCountry=10,,0.2,Red Box,,,,,
Necroplasma,ES,,1,Rávnica: Ciudad de Gremios,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Ravnica-City-of-Guilds/Necroplasm?sellerCountry=10,,0.2,Red Box,,,,,
Death Pit Offering,EN,,1,Némesis,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Nemesis/Death-Pit-Offering?sellerCountry=10,,0.4,Red Box,,,,,
Royal Assassin,EN,,2,Magic 2012,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Royal-Assassin?sellerCountry=10,,0.8,Red Box,,,,,
Unbreathing Horde,EN,,1,Innistrad,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Innistrad/Unbreathing-Horde?sellerCountry=10,,0.4,Red Box,,,,,
Prueba Amarga,ES,,1,Visión del Futuro,NM,3.5,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Bitter-Ordeal?sellerCountry=10,,3.5,Red Box,,,,,
Escarabajo Funerario,ES,,1,Levantamiento de los Eldrazi,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Rise-of-the-Eldrazi/Mortician-Beetle?sellerCountry=10,,0.3,Red Box,,,,,
Sorin's Vengeance,EN,,1,Magic 2012,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Sorin-s-Vengeance?sellerCountry=10,,0.5,Red Box,,,,,
Sever the Bloodline,EN,,1,Innistrad,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Innistrad/Sever-the-Bloodline?sellerCountry=10,,0.15,Red Box,,,,,
Évincar Predominante,ES,,1,Décima Edición,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Tenth-Edition/Ascendant-Evincar?sellerCountry=10,,0.5,Red Box,,,,,
Cenit del sol azul,ES,,1,Mirrodin Sitiado,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Blue-Sun-s-Zenith?sellerCountry=10,,1,Red Box,,,,,
Twincast,EN,,1,Magic 2010,NM,3,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Twincast?sellerCountry=10,,3,Red Box,,,,,
Tezzeret el buscador,ES,Sí,1,Duel Decks: Elspeth vs. Tezzeret,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Elspeth-vs-Tezzeret/Tezzeret-the-Seeker?sellerCountry=10,,2.5,Red Box,,,,,
Inteligencia de enjambre,ES,,1,La hora de la devastación,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Hour-of-Devastation/Swarm-Intelligence?sellerCountry=10,,0.15,Red Box,,,,,
Dissipation Field,EN,,1,Cicatrices de Mirrodin,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Dissipation-Field?sellerCountry=10,,1,Red Box,,,,,
Archivista de Jace,ES,,1,Magic 2012,NM,1.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Jace-s-Archivist?sellerCountry=10,,1.2,Red Box,,,,,
Cirugía psíquica,ES,Sí,1,Nueva Phyrexia,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Psychic-Surgery?sellerCountry=10,,0.5,Red Box,,,,,
Lone Revenant,EN,,1,Avacyn Restored,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Avacyn-Restored/Lone-Revenant?sellerCountry=10,,0.15,Red Box,,,,,
Tomar Posesión,ES,,1,Visión del Futuro,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Take-Possession?sellerCountry=10,,0.2,Red Box,,,,,
Tomar Posesión,IT,,1,Visión del Futuro,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Take-Possession?sellerCountry=10,,0.2,Red Box,,,,,
Rito de Replicación,ES,,1,Zendikar,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Rite-of-Replication?sellerCountry=10,,2.5,Red Box,,,,,
Rito de Replicación,EN,,2,Zendikar,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Rite-of-Replication?sellerCountry=10,,5,Red Box,,,,,
Esfinge del Acertijo,ES,Sí,1,Magic 2011,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Conundrum-Sphinx?sellerCountry=10,,0.2,Red Box,,,,,
Esfinge del Acertijo,EN,Sí,1,Magic 2011,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Conundrum-Sphinx?sellerCountry=10,,0.1,Red Box,,,,,
Selective Memory,EN,,2,Worldwake,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Selective-Memory?sellerCountry=10,,0.6,Red Box,,,,,
Argent Sphinx,EN,,1,Cicatrices de Mirrodin,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Argent-Sphinx?sellerCountry=10,,0.4,Red Box,,,,,
Leviatán marea de tormenta,ES,,1,Magic 2011,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Stormtide-Leviathan?sellerCountry=10,,0.2,Red Box,,,,,
Quest for Ula's Temple,EN,,1,Worldwake,NM,3.5,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Quest-for-Ula-s-Temple?sellerCountry=10,,3.5,Red Box,,,,,
Mass Polymorph,EN,,1,Magic 2011,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Mass-Polymorph?sellerCountry=10,,0.2,Red Box,,,,,
Clon,ES,,1,Magic 2011,NM,0.2,https://www.cardmarket.com/es/Magic/Cards/Clone?sellerCountry=10,,0.2,Red Box,,,,,
Maestro de eterium,ES,,1,Duel Decks: Elspeth vs. Tezzeret,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Elspeth-vs-Tezzeret/Master-of-Etherium?sellerCountry=10,,1,Red Box,,,,,
Roil Elemental,EN,,1,Zendikar,NM,7,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Roil-Elemental?sellerCountry=10,,7,Red Box,,,,,
Renegade Doppelganger,EN,,1,Levantamiento de los Eldrazi,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Rise-of-the-Eldrazi/Renegade-Doppelganger?sellerCountry=10,,0.3,Red Box,,,,,
Myr Reservoir,EN,,1,Cicatrices de Mirrodin,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Myr-Reservoir?sellerCountry=10,,0.5,Red Box,,,,,
Péntavo,ES,,1,Duel Decks: Elspeth vs. Tezzeret,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Elspeth-vs-Tezzeret/Pentavus?sellerCountry=10,,0.1,Red Box,,,,,
Latrocinio,ES,,1,Octava Edición,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Eighth-Edition/Larceny,,0.1,Red Box,,,,,
Runechanter's Pike,EN,,1,Innistrad,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Innistrad/Runechanter-s-Pike?sellerCountry=10,,0.3,Red Box,,,,,
Masticore melena de navajas,ES,,1,Duel Decks: Elspeth vs. Tezzeret,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Elspeth-vs-Tezzeret/Razormane-Masticore,,0.1,Red Box,,,,,
Myr de Piedraimán,ES,,1,Mirrodin,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin/Lodestone-Myr?sellerCountry=10,,0.15,Red Box,,,,,
Látigo Eléctrico,ES,,3,Cicatrices de Mirrodin,NM,0.25,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Livewire-Lash?sellerCountry=10,,0.75,Red Box,,,,,
Semblance Anvil,EN,,1,Cicatrices de Mirrodin,NM,3.5,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Semblance-Anvil?sellerCountry=10,,3.5,Red Box,,,,,
Myr Propagator,EN,,1,Cicatrices de Mirrodin,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Myr-Propagator?sellerCountry=10,,0.2,Red Box,,,,,
Precursor Golem,EN,,1,Cicatrices de Mirrodin,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Precursor-Golem?sellerCountry=10,,0.2,Red Box,,,,,
Argentum Armor,EN,,1,Cicatrices de Mirrodin,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Argentum-Armor?sellerCountry=10,,0.4,Red Box,,,,,
Pattern of Rebirth,EN,,4,El destino de Urza,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Urzas-Destiny/Pattern-of-Rebirth?sellerCountry=10,,10,Red Box,,,,,
Elvish Piper,EN,,2,Magic 2010,NM,3,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Elvish-Piper?sellerCountry=10,,6,Red Box,,,,,
Elvish Piper,EN,,1,Séptima Edición,NM,3,https://www.cardmarket.com/es/Magic/Products/Singles/Seventh-Edition/Elvish-Piper?sellerCountry=10,,3,Red Box,,,,,
Anger of the Gods,EN,,2,Theros,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Theros/Anger-of-the-Gods?sellerCountry=10,,2,Red Box,,,,,
Grove of the Burnwillows,EN,,1,Iconic Masters,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Iconic-Masters/Grove-of-the-Burnwillows,,1,Red Box,,,,,
"Emrakul, the Aeons Torn",EN,Sí,2,Prerelease Promos,NM,25,https://www.cardmarket.com/es/Magic/Products/Singles/Prerelease-Promos/Emrakul-the-Aeons-Torn?sellerCountry=10,,50,Red Box,,,,,
"Emrakul, the Aeons Torn",EN,,1,Levantamiento de los Eldrazi,NM,30,https://www.cardmarket.com/es/Magic/Products/Singles/Rise-of-the-Eldrazi/Emrakul-the-Aeons-Torn?sellerCountry=10,,30,Red Box,,,,,
Esclavista Mental,ES,,1,Cicatrices de Mirrodin,NM,2,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Mindslaver?sellerCountry=10,,2,Red Box,,,,,
Esclavista Mental,EN,,1,Cicatrices de Mirrodin,NM,2,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Mindslaver?sellerCountry=10,,2,Red Box,,,,,
Cast Through Time,EN,,1,Levantamiento de los Eldrazi,NM,1.5,https://www.cardmarket.com/es/Magic/Products/Singles/Rise-of-the-Eldrazi/Cast-Through-Time?sellerCountry=10,,1.5,Red Box,,,,,
Monumento a Akroma,ES,,1,Visión del Futuro,NM,8,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Akroma-s-Memorial?sellerCountry=10,,8,Red Box,,,,,
Archive Trap,EN,,1,Zendikar,NM,25,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Archive-Trap?sellerCountry=10,,25,Red Box,,,,,
Visiones del Más Allá,EN,,1,Magic 2012,NM,8,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Visions-of-Beyond?sellerCountry=10,,8,Red Box,,,,,
Trampa del Archivo,ES,,1,Zendikar,NM,25,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Archive-Trap?sellerCountry=10,,25,Red Box,,,,,
Ascenso del Jefe de Sangre,ES,,2,Zendikar,NM,14,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Bloodchief-Ascension?sellerCountry=10,,28,Red Box,,,,,
Amulet of Vigor,EN,,1,Worldwake,NM,16,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Amulet-of-Vigor?sellerCountry=10,,16,Red Box,,,,,
"Davriel, Rogue Shadowmage",EN,,1,La Guerra de la Chispa,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/War-of-the-Spark/Davriel-Rogue-Shadowmage?sellerCountry=10,,0.15,Red Box,,,,,
Jefe de Guerra Trasgo,ES,,1,Azote,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Scourge/Goblin-Warchief?sellerCountry=10,,0.3,Red Box,,,,,
Siege-Gang Commander,EN,,1,Magic 2010,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Siege-Gang-Commander?sellerCountry=10,,0.4,Red Box,,,,,
Deprive,EN,Sí,1,Levantamiento de los Eldrazi,NM,11.5,https://www.cardmarket.com/es/Magic/Products/Singles/Rise-of-the-Eldrazi/Deprive?sellerCountry=10&isFoil=Y,,11.5,Red Box,,,,,
Dragon's Claw,EN,,3,Magic 2010,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Dragon-s-Claw?sellerCountry=10,,0.45,Red Box,,,,,
Spreading Seas,EN,,3,Zendikar,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Spreading-Seas?sellerCountry=10,,0.9,Red Box,,,,,
Spreading Seas,ES,,1,Zendikar,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Spreading-Seas?sellerCountry=10,,0.3,Red Box,,,,,
Elfo Iridiscente,ES,,2,Innistrad,NM,0.6,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Glistener-Elf?sellerCountry=10,,1.2,Red Box,,,,,
Expedition Map,EN,,3,Zendikar,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Expedition-Map?sellerCountry=10,,1.5,Red Box,,,,,
Segador del Cementerio,EN,,2,Magic 2012,NM,1.5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Cemetery-Reaper?sellerCountry=10,,3,Red Box,,,,,
Segador del Cementerio,ES,,1,Magic 2012,NM,1.5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Cemetery-Reaper?sellerCountry=10,,1.5,Red Box,,,,,
Mano de los Magistrados,ES,,1,Cicatrices de Mirrodin,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Hand-of-the-Praetors?sellerCountry=10,,1,Red Box,,,,,
Leonin Arbiter,EN,,1,Cicatrices de Mirrodin,NM,3,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Leonin-Arbiter?sellerCountry=10,,3,Red Box,,,,,
Ángel de platino,ES,,1,Magic 2011,NM,3,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Platinum-Angel?sellerCountry=10,,3,Red Box,,,,,
Musa nacida de la semilla,ES,,1,Legiones,EX,6,https://www.cardmarket.com/es/Magic/Products/Singles/Legions/Seedborn-Muse?sellerCountry=10,,6,Red Box,,,,,
Realms Uncharted,EN,,1,Worldwake,NM,3.5,https://www.cardmarket.com/es/Magic/Products/Singles/Rise-of-the-Eldrazi/Realms-Uncharted?sellerCountry=10,,3.5,Red Box,,,,,
Contrahechizo,ES,,1,Sexta Edición,NM,0.8,https://www.cardmarket.com/es/Magic/Products/Singles/Sixth-Edition/Counterspell?sellerCountry=10,,0.8,Red Box,,,,,
Cangrejo de edro,EN,,1,Zendikar,NM,4.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Hedron-Crab?sellerCountry=10,,4.5,Red Box,,,,,
Cangrejo de edro,ES,,1,Zendikar,NM,4.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Hedron-Crab?sellerCountry=10,,4.5,Red Box,,,,,
Motor de contagio,ES,,1,Cicatrices de Mirrodin,NM,4,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Contagion-Engine?sellerCountry=10,,4,Red Box,,,,,
Motor de contagio,EN,,1,Cicatrices de Mirrodin,NM,4,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Contagion-Engine?sellerCountry=10,,4,Red Box,,,,,
Lotus petal,EN,,4,Tempestad,NM,9,https://www.cardmarket.com/es/Magic/Products/Singles/Tempest/Lotus-Petal?sellerCountry=10,,36,Red Box,,,,,
Engendro de acero,EN,Sí,1,Release Promos,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Release-Promos/Steel-Hellkite?sellerCountry=10,,0.5,Red Box,,,,,
Capataz de acero,ES,,1,Duel Decks: Elspeth vs. Tezzeret,NM,1.2,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Elspeth-vs-Tezzeret/Steel-Overseer?sellerCountry=10,,1.2,Red Box,,,,,
Oracle of Mul Daya,EN,,2,Zendikar,NM,17,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Oracle-of-Mul-Daya?sellerCountry=10,,34,Red Box,,,,,
Go for the Throat,EN,,1,Mirrodin Sitiado,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Go-for-the-Throat?sellerCountry=10,,0.4,Red Box,,,,,
"Valakut, el Pináculo Fundido",EN,,1,Zendikar,NM,10,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Valakut-the-Molten-Pinnacle?sellerCountry=10,,10,Red Box,,,,,
"Valakut, el Pináculo Fundido",ES,,1,Zendikar,NM,10,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Valakut-the-Molten-Pinnacle?sellerCountry=10,,10,Red Box,,,,,
Elvish Archdruid,EN,,2,Magic 2011,NM,1.8,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Elvish-Archdruid?sellerCountry=10,,3.6,Red Box,,,,,
Anciano de Arboleda Parda,ES,,2,Magic 2012,NM,1.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Dungrove-Elder?sellerCountry=10,,2.4,Red Box,,,,,
"Omnath, Locus of Mana",EN,,4,Worldwake,NM,6.5,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Omnath-Locus-of-Mana?sellerCountry=10,,26,Red Box,,,,,
Etched Champion,EN,,1,Cicatrices de Mirrodin,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Etched-Champion?sellerCountry=10,,2.5,Red Box,,,,,
Mapa de la expedición,ES,,1,Zendikar,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Etched-Champion?sellerCountry=10,,0.5,Red Box,,,,,
Basilisk Collar,EN,,1,Worldwake,NM,2.4,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Basilisk-Collar?sellerCountry=10,,2.4,Red Box,,,,,
Lightning Greaves,EN,,2,Mirrodin,NM,3,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin/Lightning-Greaves?sellerCountry=10,,6,Red Box,,,,,
Lightning Greaves,EN,,2,Duel Decks: Phyrexia vs. The Coalition,NM,3.5,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Phyrexia-vs-The-Coalition/Lightning-Greaves?sellerCountry=10,,7,Red Box,,,,,
"Kalitas, jefe de sangre de Ghet",ES,,1,Zendikar,NM,2.4,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Kalitas-Bloodchief-of-Ghet?sellerCountry=10,,2.4,Red Box,,,,,
Leyline of Vitality,EN ,,1,Magic 2011,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Leyline-of-Vitality?sellerCountry=10,,0.4,Red Box,,,,,
Laberinto de Nimbos,ES,,1,Visión del Futuro,NM,1.4,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Nimbus-Maze?sellerCountry=10,,1.4,Red Box,,,,,
"Kasmina, Enigmatic Mentor",EN,,1,La Guerra de la Chispa,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/War-of-the-Spark/Kasmina-Enigmatic-Mentor?sellerCountry=10,,0.15,Red Box,,,,,
Negar,ES,,2,Magic 2012,NM,0.1,https://www.cardmarket.com/es/Magic/Cards/Negate?sellerCountry=10,,0.2,Red Box,,,,,
Birds of Paradise,EN,,1,Magic 2011,NM,5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Birds-of-Paradise?sellerCountry=10,,5,Red Box,,,,,
Birds of Paradise,ES,,1,Magic 2011,NM,5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Birds-of-Paradise?sellerCountry=10,,5,Red Box,,,,,
Birds of Paradise,ES,,1,Décima Edición,NM,5,https://www.cardmarket.com/es/Magic/Products/Singles/Tenth-Edition/Birds-of-Paradise?sellerCountry=10,,5,Red Box,,,,,
Birds of Paradise,EN,,1,Revised,NM,25,https://www.cardmarket.com/es/Magic/Products/Singles/Revised/Birds-of-Paradise?sellerCountry=10,,25,Red Box,,,,,
Canyon Minotaur,EN,Sí,1,Magic 2011,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Canyon-Minotaur?isFoil=Y,,0.15,Red Box,,,,,
"Oran-Rief, el Bosque Extenso",ES,Sí,1,Zendikar,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/OranRief-the-Vastwood?sellerCountry=10&isFoil=Y,,2.5,Red Box,,,,,
